time (second),average total mass flow rate (kilogram / second),average port diameter (inch),average regression rate (inch / second),average fuel mass flow rate (kilogram / second),oxidiser mass (kilogram),oxidiser mass flow rate (kilogram / second),average total mass flux (kilogram / inch ** 2 / second),oxi fuel ratio,inlet velocity (mile_per_hour),inlet mach,nozzle throat area (inch ** 2),nozzle throat diameter (inch),nozzle naught temp (degree_Fahrenheit),nozzle star temp (degree_Fahrenheit),nozzle star pressure (pound_force_per_square_inch),nozzle star velocity (mile_per_hour),nozzle star mach,nozzle exit mach,nozzle exit area (inch ** 2),nozzle exit diameter (inch),nozzle diffuser length (inch),nozzle exit velocity (mile_per_hour),nozzle thrust (newton)
0.10300000000000008,0.0353239747,1.006,0.02886,0.007924,0.3607,0.0274,0.0008340591,3.4579,4.6882,0.0,0.02275,0.170195,4940.332425736,4411.9367421572,280.5704,2192.5757704229,1.0,2.8441,0.1181,0.3878,0.406,6551.8485,103.3877
0.10400000000000008,0.0353241609,1.0061,0.02886,0.0079242,0.3607,0.0274,0.0008340156,3.4578,4.6882,0.0,0.02275,0.170196,4940.3324257615,4411.9367421802,280.5704,2192.5757704278,1.0,2.8441,0.1181,0.3878,0.406,6551.8485,103.3883
0.10500000000000008,0.0353243471,1.0061,0.02885,0.0079243,0.3606,0.0274,0.0008339722,3.4577,4.6883,0.0,0.02275,0.170196,4940.3324257871,4411.9367422033,280.5704,2192.5757704328,1.0,2.8441,0.1181,0.3878,0.406,6551.8485,103.3888
0.10600000000000008,0.0353245333,1.0062,0.02885,0.0079245,0.3606,0.0274,0.0008339287,3.4576,4.6883,0.0,0.022751,0.170197,4940.3324258127,4411.9367422264,280.5704,2192.5757704378,1.0,2.8441,0.1181,0.3878,0.406,6551.8485,103.3893
0.10700000000000008,0.0353247195,1.0062,0.02885,0.0079247,0.3606,0.0274,0.0008338853,3.4575,4.6883,0.0,0.022751,0.170197,4940.3324258383,4411.9367422495,280.5704,2192.5757704428,1.0,2.8441,0.1181,0.3878,0.406,6551.8485,103.3899
0.10800000000000008,0.0353249057,1.0063,0.02885,0.0079249,0.3606,0.0274,0.0008338418,3.4575,4.6883,0.0,0.022751,0.170198,4940.3324258638,4411.9367422725,280.5704,2192.5757704478,1.0,2.8441,0.1181,0.3878,0.406,6551.8485,103.3904
0.10900000000000008,0.0353250918,1.0064,0.02885,0.0079251,0.3605,0.0274,0.0008337984,3.4574,4.6884,0.0,0.022751,0.170198,4940.3324258894,4411.9367422956,280.5704,2192.5757704528,1.0,2.8441,0.1181,0.3878,0.406,6551.8485,103.391
0.11000000000000008,0.035325278,1.0064,0.02885,0.0079253,0.3605,0.0274,0.000833755,3.4573,4.6884,0.0,0.022751,0.170199,4940.332425915,4411.9367423187,280.5704,2192.5757704578,1.0,2.8441,0.1181,0.3878,0.406,6551.8485,103.3915
0.11100000000000008,0.0353254641,1.0065,0.02885,0.0079255,0.3605,0.0274,0.0008337116,3.4572,4.6884,0.0,0.022751,0.170199,4940.3324259405,4411.9367423417,280.5704,2192.5757704628,1.0,2.8441,0.1181,0.3878,0.406,6551.8485,103.3921
0.11200000000000009,0.0353256503,1.0065,0.02885,0.0079257,0.3605,0.0274,0.0008336682,3.4571,4.6884,0.0,0.022751,0.170199,4940.3324259661,4411.9367423648,280.5704,2192.5757704678,1.0,2.8441,0.1181,0.3878,0.406,6551.8485,103.3926
0.11300000000000009,0.0353258364,1.0066,0.02885,0.0079258,0.3604,0.0274,0.0008336248,3.457,4.6885,0.0,0.022751,0.1702,4940.3324259916,4411.9367423878,280.5704,2192.5757704728,1.0,2.8441,0.1181,0.3878,0.406,6551.8485,103.3932
0.11400000000000009,0.0353260225,1.0066,0.02885,0.007926,0.3604,0.0274,0.0008335814,3.457,4.6885,0.0,0.022752,0.1702,4940.3324260172,4411.9367424109,280.5704,2192.5757704778,1.0,2.8441,0.1181,0.3878,0.406,6551.8485,103.3937
0.11500000000000009,0.0353262086,1.0067,0.02884,0.0079262,0.3604,0.0274,0.000833538,3.4569,4.6885,0.0,0.022752,0.170201,4940.3324260428,4411.936742434,280.5704,2192.5757704827,1.0,2.8441,0.1181,0.3878,0.406,6551.8485,103.3942
0.11600000000000009,0.0353263946,1.0068,0.02884,0.0079264,0.3603,0.0274,0.0008334946,3.4568,4.6885,0.0,0.022752,0.170201,4940.3324260683,4411.936742457,280.5704,2192.5757704877,1.0,2.8441,0.1181,0.3878,0.406,6551.8485,103.3948
0.11700000000000009,0.0353265807,1.0068,0.02884,0.0079266,0.3603,0.0274,0.0008334512,3.4567,4.6885,0.0,0.022752,0.170202,4940.3324260939,4411.9367424801,280.5704,2192.5757704927,1.0,2.8441,0.1181,0.3878,0.406,6551.8485,103.3953
0.11800000000000009,0.0353267668,1.0069,0.02884,0.0079268,0.3603,0.0274,0.0008334079,3.4566,4.6886,0.0,0.022752,0.170202,4940.3324261194,4411.9367425031,280.5704,2192.5757704977,1.0,2.8441,0.1181,0.3878,0.406,6551.8485,103.3959
0.11900000000000009,0.0353269528,1.0069,0.02884,0.007927,0.3603,0.0274,0.0008333645,3.4566,4.6886,0.0,0.022752,0.170203,4940.332426145,4411.9367425262,280.5704,2192.5757705027,1.0,2.8441,0.1181,0.3878,0.406,6551.8485,103.3964
0.12000000000000009,0.0353271388,1.007,0.02884,0.0079271,0.3602,0.0274,0.0008333211,3.4565,4.6886,0.0,0.022752,0.170203,4940.3324261705,4411.9367425492,280.5704,2192.5757705077,1.0,2.8441,0.1181,0.3878,0.406,6551.8485,103.397
0.1210000000000001,0.0353273248,1.0071,0.02884,0.0079273,0.3602,0.0274,0.0008332778,3.4564,4.6886,0.0,0.022752,0.170204,4940.3324261961,4411.9367425723,280.5704,2192.5757705127,1.0,2.8441,0.1181,0.3878,0.406,6551.8485,103.3975
0.1220000000000001,0.0353275108,1.0071,0.02884,0.0079275,0.3602,0.0274,0.0008332344,3.4563,4.6887,0.0,0.022753,0.170204,4940.3324262216,4411.9367425953,280.5704,2192.5757705177,1.0,2.8441,0.1181,0.3878,0.406,6551.8485,103.3981
0.1230000000000001,0.0353276968,1.0072,0.02884,0.0079277,0.3602,0.0274,0.0008331911,3.4562,4.6887,0.0,0.022753,0.170204,4940.3324262472,4411.9367426184,280.5704,2192.5757705226,1.0,2.8441,0.1181,0.3878,0.406,6551.8485,103.3986
0.1240000000000001,0.0353278828,1.0072,0.02884,0.0079279,0.3601,0.0274,0.0008331478,3.4562,4.6887,0.0,0.022753,0.170205,4940.3324262727,4411.9367426414,280.5704,2192.5757705276,1.0,2.8441,0.1181,0.3878,0.406,6551.8485,103.3991
0.12500000000000008,0.0353280688,1.0073,0.02883,0.0079281,0.3601,0.0274,0.0008331044,3.4561,4.6887,0.0,0.022753,0.170205,4940.3324262983,4411.9367426645,280.5704,2192.5757705326,1.0,2.8441,0.1181,0.3878,0.4061,6551.8485,103.3997
0.12600000000000008,0.0353282547,1.0073,0.02883,0.0079283,0.3601,0.0274,0.0008330611,3.456,4.6888,0.0,0.022753,0.170206,4940.3324263238,4411.9367426875,280.5704,2192.5757705376,1.0,2.8441,0.1181,0.3878,0.4061,6551.8485,103.4002
0.12700000000000009,0.0353284407,1.0074,0.02883,0.0079284,0.36,0.0274,0.0008330178,3.4559,4.6888,0.0,0.022753,0.170206,4940.3324263494,4411.9367427106,280.5704,2192.5757705426,1.0,2.8441,0.1181,0.3878,0.4061,6551.8485,103.4008
0.12800000000000009,0.0353286266,1.0075,0.02883,0.0079286,0.36,0.0274,0.0008329745,3.4558,4.6888,0.0,0.022753,0.170207,4940.3324263749,4411.9367427336,280.5704,2192.5757705476,1.0,2.8441,0.1181,0.3878,0.4061,6551.8485,103.4013
0.1290000000000001,0.0353288125,1.0075,0.02883,0.0079288,0.36,0.0274,0.0008329312,3.4558,4.6888,0.0,0.022753,0.170207,4940.3324264004,4411.9367427566,280.5704,2192.5757705526,1.0,2.8441,0.1181,0.3878,0.4061,6551.8485,103.4019
0.1300000000000001,0.0353289985,1.0076,0.02883,0.007929,0.36,0.0274,0.0008328879,3.4557,4.6889,0.0,0.022753,0.170208,4940.332426426,4411.9367427797,280.5704,2192.5757705575,1.0,2.8441,0.1181,0.3878,0.4061,6551.8485,103.4024
0.1310000000000001,0.0353291844,1.0076,0.02883,0.0079292,0.3599,0.0274,0.0008328446,3.4556,4.6889,0.0,0.022754,0.170208,4940.3324264515,4411.9367428027,280.5704,2192.5757705625,1.0,2.8441,0.1181,0.3878,0.4061,6551.8485,103.4029
0.1320000000000001,0.0353293702,1.0077,0.02883,0.0079294,0.3599,0.0274,0.0008328013,3.4555,4.6889,0.0,0.022754,0.170208,4940.332426477,4411.9367428257,280.5704,2192.5757705675,1.0,2.8441,0.1181,0.3878,0.4061,6551.8485,103.4035
0.1330000000000001,0.0353295561,1.0077,0.02883,0.0079296,0.3599,0.0274,0.0008327581,3.4554,4.6889,0.0,0.022754,0.170209,4940.3324265026,4411.9367428488,280.5704,2192.5757705725,1.0,2.8441,0.1181,0.3878,0.4061,6551.8485,103.404
0.1340000000000001,0.035329742,1.0078,0.02883,0.0079297,0.3599,0.0274,0.0008327148,3.4553,4.689,0.0,0.022754,0.170209,4940.3324265281,4411.9367428718,280.5704,2192.5757705775,1.0,2.8441,0.1181,0.3878,0.4061,6551.8485,103.4046
0.1350000000000001,0.0353299278,1.0079,0.02883,0.0079299,0.3598,0.0274,0.0008326715,3.4553,4.689,0.0,0.022754,0.17021,4940.3324265536,4411.9367428948,280.5704,2192.5757705825,1.0,2.8441,0.1181,0.3878,0.4061,6551.8485,103.4051
0.1360000000000001,0.0353301137,1.0079,0.02882,0.0079301,0.3598,0.0274,0.0008326283,3.4552,4.689,0.0,0.022754,0.17021,4940.3324265792,4411.9367429179,280.5704,2192.5757705874,1.0,2.8441,0.1181,0.3878,0.4061,6551.8485,103.4057
0.1370000000000001,0.0353302995,1.008,0.02882,0.0079303,0.3598,0.0274,0.000832585,3.4551,4.689,0.0,0.022754,0.170211,4940.3324266047,4411.9367429409,280.5704,2192.5757705924,1.0,2.8441,0.1181,0.3878,0.4061,6551.8485,103.4062
0.1380000000000001,0.0353304853,1.008,0.02882,0.0079305,0.3597,0.0274,0.0008325418,3.455,4.6891,0.0,0.022754,0.170211,4940.3324266302,4411.9367429639,280.5704,2192.5757705974,1.0,2.8441,0.1181,0.3878,0.4061,6551.8485,103.4068
0.1390000000000001,0.0353306711,1.0081,0.02882,0.0079307,0.3597,0.0274,0.0008324985,3.4549,4.6891,0.0,0.022755,0.170212,4940.3324266557,4411.9367429869,280.5704,2192.5757706024,1.0,2.8441,0.1181,0.3878,0.4061,6551.8485,103.4073
0.1400000000000001,0.0353308569,1.0081,0.02882,0.0079309,0.3597,0.0274,0.0008324553,3.4549,4.6891,0.0,0.022755,0.170212,4940.3324266813,4411.93674301,280.5704,2192.5757706074,1.0,2.8441,0.1181,0.3878,0.4061,6551.8485,103.4078
0.1410000000000001,0.0353310427,1.0082,0.02882,0.007931,0.3597,0.0274,0.0008324121,3.4548,4.6891,0.0,0.022755,0.170212,4940.3324267068,4411.936743033,280.5704,2192.5757706123,1.0,2.8441,0.1181,0.3878,0.4061,6551.8485,103.4084
0.1420000000000001,0.0353312284,1.0083,0.02882,0.0079312,0.3596,0.0274,0.0008323689,3.4547,4.6892,0.0,0.022755,0.170213,4940.3324267323,4411.936743056,280.5704,2192.5757706173,1.0,2.8441,0.1181,0.3878,0.4061,6551.8485,103.4089
0.1430000000000001,0.0353314142,1.0083,0.02882,0.0079314,0.3596,0.0274,0.0008323257,3.4546,4.6892,0.0,0.022755,0.170213,4940.3324267578,4411.936743079,280.5704,2192.5757706223,1.0,2.8441,0.1181,0.3878,0.4061,6551.8485,103.4095
0.1440000000000001,0.0353315999,1.0084,0.02882,0.0079316,0.3596,0.0274,0.0008322825,3.4545,4.6892,0.0,0.022755,0.170214,4940.3324267833,4411.9367431021,280.5704,2192.5757706273,1.0,2.8441,0.1181,0.3878,0.4061,6551.8485,103.41
0.1450000000000001,0.0353317857,1.0084,0.02882,0.0079318,0.3595,0.0274,0.0008322393,3.4545,4.6892,0.0,0.022755,0.170214,4940.3324268088,4411.9367431251,280.5704,2192.5757706323,1.0,2.8441,0.1181,0.3878,0.4061,6551.8485,103.4106
0.1460000000000001,0.0353319714,1.0085,0.02881,0.007932,0.3595,0.0274,0.0008321961,3.4544,4.6893,0.0,0.022755,0.170215,4940.3324268344,4411.9367431481,280.5704,2192.5757706372,1.0,2.8441,0.1181,0.3878,0.4061,6551.8485,103.4111
0.1470000000000001,0.0353321571,1.0086,0.02881,0.0079322,0.3595,0.0274,0.0008321529,3.4543,4.6893,0.0,0.022755,0.170215,4940.3324268599,4411.9367431711,280.5704,2192.5757706422,1.0,2.8441,0.1181,0.3878,0.4061,6551.8485,103.4116
0.1480000000000001,0.0353323428,1.0086,0.02881,0.0079323,0.3595,0.0274,0.0008321097,3.4542,4.6893,0.0,0.022756,0.170216,4940.3324268854,4411.9367431941,280.5704,2192.5757706472,1.0,2.8441,0.1181,0.3878,0.4061,6551.8485,103.4122
0.1490000000000001,0.0353325285,1.0087,0.02881,0.0079325,0.3594,0.0274,0.0008320665,3.4541,4.6893,0.0,0.022756,0.170216,4940.3324269109,4411.9367432171,280.5704,2192.5757706522,1.0,2.8441,0.1181,0.3878,0.4061,6551.8485,103.4127
0.1500000000000001,0.0353327141,1.0087,0.02881,0.0079327,0.3594,0.0274,0.0008320233,3.4541,4.6894,0.0,0.022756,0.170217,4940.3324269364,4411.9367432401,280.5704,2192.5757706572,1.0,2.8441,0.1181,0.3878,0.4061,6551.8485,103.4133
0.1510000000000001,0.0353328998,1.0088,0.02881,0.0079329,0.3594,0.0274,0.0008319802,3.454,4.6894,0.0,0.022756,0.170217,4940.3324269619,4411.9367432632,280.5704,2192.5757706621,1.0,2.8441,0.1181,0.3878,0.4061,6551.8485,103.4138
0.1520000000000001,0.0353330854,1.0088,0.02881,0.0079331,0.3594,0.0274,0.000831937,3.4539,4.6894,0.0,0.022756,0.170217,4940.3324269874,4411.9367432862,280.5704,2192.5757706671,1.0,2.8441,0.1181,0.3878,0.4061,6551.8485,103.4144
0.1530000000000001,0.0353332711,1.0089,0.02881,0.0079333,0.3593,0.0274,0.0008318939,3.4538,4.6894,0.0,0.022756,0.170218,4940.3324270129,4411.9367433092,280.5704,2192.5757706721,1.0,2.8441,0.1181,0.3878,0.4061,6551.8485,103.4149
0.1540000000000001,0.0353334567,1.009,0.02881,0.0079335,0.3593,0.0274,0.0008318507,3.4537,4.6895,0.0,0.022756,0.170218,4940.3324270384,4411.9367433322,280.5704,2192.5757706771,1.0,2.8441,0.1181,0.3878,0.4061,6551.8485,103.4154
0.1550000000000001,0.0353336423,1.009,0.02881,0.0079336,0.3593,0.0274,0.0008318076,3.4536,4.6895,0.0,0.022756,0.170219,4940.3324270639,4411.9367433552,280.5704,2192.5757706821,1.0,2.8441,0.1181,0.3878,0.4061,6551.8485,103.416
0.1560000000000001,0.0353338279,1.0091,0.0288,0.0079338,0.3592,0.0274,0.0008317645,3.4536,4.6895,0.0,0.022757,0.170219,4940.3324270894,4411.9367433782,280.5704,2192.575770687,1.0,2.8441,0.1181,0.3878,0.4061,6551.8485,103.4165
0.1570000000000001,0.0353340135,1.0091,0.0288,0.007934,0.3592,0.0274,0.0008317213,3.4535,4.6895,0.0,0.022757,0.17022,4940.3324271149,4411.9367434012,280.5704,2192.575770692,1.0,2.8441,0.1181,0.3878,0.4061,6551.8485,103.4171
0.1580000000000001,0.035334199,1.0092,0.0288,0.0079342,0.3592,0.0274,0.0008316782,3.4534,4.6896,0.0,0.022757,0.17022,4940.3324271404,4411.9367434242,280.5704,2192.575770697,1.0,2.8441,0.1181,0.3878,0.4061,6551.8485,103.4176
0.1590000000000001,0.0353343846,1.0092,0.0288,0.0079344,0.3592,0.0274,0.0008316351,3.4533,4.6896,0.0,0.022757,0.170221,4940.3324271659,4411.9367434472,280.5704,2192.575770702,1.0,2.8441,0.1181,0.3878,0.4061,6551.8485,103.4182
0.16000000000000011,0.0353345702,1.0093,0.0288,0.0079346,0.3591,0.0274,0.000831592,3.4532,4.6896,0.0,0.022757,0.170221,4940.3324271914,4411.9367434702,280.5704,2192.5757707069,1.0,2.8441,0.1181,0.3878,0.4061,6551.8485,103.4187
0.16100000000000012,0.0353347557,1.0094,0.0288,0.0079348,0.3591,0.0274,0.0008315489,3.4532,4.6896,0.0,0.022757,0.170221,4940.3324272169,4411.9367434932,280.5704,2192.5757707119,1.0,2.8441,0.1181,0.3878,0.4061,6551.8485,103.4192
0.16200000000000012,0.0353349412,1.0094,0.0288,0.0079349,0.3591,0.0274,0.0008315058,3.4531,4.6897,0.0,0.022757,0.170222,4940.3324272424,4411.9367435162,280.5704,2192.5757707169,1.0,2.8441,0.1181,0.3878,0.4061,6551.8485,103.4198
0.16300000000000012,0.0353351267,1.0095,0.0288,0.0079351,0.3591,0.0274,0.0008314627,3.453,4.6897,0.0,0.022757,0.170222,4940.3324272678,4411.9367435392,280.5704,2192.5757707219,1.0,2.8441,0.1181,0.3878,0.4061,6551.8485,103.4203
0.16400000000000012,0.0353353122,1.0095,0.0288,0.0079353,0.359,0.0274,0.0008314196,3.4529,4.6897,0.0,0.022758,0.170223,4940.3324272933,4411.9367435621,280.5704,2192.5757707268,1.0,2.8441,0.1181,0.3878,0.4061,6551.8485,103.4209
0.16500000000000012,0.0353354977,1.0096,0.0288,0.0079355,0.359,0.0274,0.0008313766,3.4528,4.6897,0.0,0.022758,0.170223,4940.3324273188,4411.9367435851,280.5704,2192.5757707318,1.0,2.8441,0.1181,0.3878,0.4061,6551.8485,103.4214
0.16600000000000012,0.0353356832,1.0096,0.0288,0.0079357,0.359,0.0274,0.0008313335,3.4528,4.6898,0.0,0.022758,0.170224,4940.3324273443,4411.9367436081,280.5704,2192.5757707368,1.0,2.8441,0.1181,0.3878,0.4061,6551.8485,103.422
0.16700000000000012,0.0353358687,1.0097,0.02879,0.0079359,0.3589,0.0274,0.0008312904,3.4527,4.6898,0.0,0.022758,0.170224,4940.3324273698,4411.9367436311,280.5704,2192.5757707418,1.0,2.8441,0.1181,0.3879,0.4061,6551.8485,103.4225
0.16800000000000012,0.0353360541,1.0098,0.02879,0.0079361,0.3589,0.0274,0.0008312474,3.4526,4.6898,0.0,0.022758,0.170225,4940.3324273953,4411.9367436541,280.5704,2192.5757707467,1.0,2.8441,0.1181,0.3879,0.4061,6551.8485,103.423
0.16900000000000012,0.0353362396,1.0098,0.02879,0.0079362,0.3589,0.0274,0.0008312043,3.4525,4.6898,0.0,0.022758,0.170225,4940.3324274207,4411.9367436771,280.5704,2192.5757707517,1.0,2.8441,0.1181,0.3879,0.4061,6551.8485,103.4236
0.17000000000000012,0.035336425,1.0099,0.02879,0.0079364,0.3589,0.0274,0.0008311613,3.4524,4.6899,0.0,0.022758,0.170225,4940.3324274462,4411.9367437001,280.5704,2192.5757707567,1.0,2.8441,0.1181,0.3879,0.4061,6551.8485,103.4241
0.17100000000000012,0.0353366104,1.0099,0.02879,0.0079366,0.3588,0.0274,0.0008311182,3.4524,4.6899,0.0,0.022758,0.170226,4940.3324274717,4411.9367437231,280.5704,2192.5757707616,1.0,2.8441,0.1181,0.3879,0.4061,6551.8485,103.4247
0.17200000000000013,0.0353367958,1.01,0.02879,0.0079368,0.3588,0.0274,0.0008310752,3.4523,4.6899,0.0,0.022758,0.170226,4940.3324274972,4411.936743746,280.5704,2192.5757707666,1.0,2.8441,0.1181,0.3879,0.4061,6551.8485,103.4252
0.17300000000000013,0.0353369812,1.01,0.02879,0.007937,0.3588,0.0274,0.0008310322,3.4522,4.6899,0.0,0.022759,0.170227,4940.3324275226,4411.936743769,280.5704,2192.5757707716,1.0,2.8441,0.1181,0.3879,0.4061,6551.8485,103.4258
0.17400000000000013,0.0353371666,1.0101,0.02879,0.0079372,0.3588,0.0274,0.0008309892,3.4521,4.69,0.0,0.022759,0.170227,4940.3324275481,4411.936743792,280.5704,2192.5757707766,1.0,2.8441,0.1181,0.3879,0.4061,6551.8485,103.4263
0.17500000000000013,0.035337352,1.0102,0.02879,0.0079374,0.3587,0.0274,0.0008309461,3.452,4.69,0.0,0.022759,0.170228,4940.3324275736,4411.936743815,280.5704,2192.5757707815,1.0,2.8441,0.1182,0.3879,0.4061,6551.8485,103.4268
0.17600000000000013,0.0353375373,1.0102,0.02879,0.0079375,0.3587,0.0274,0.0008309031,3.452,4.69,0.0,0.022759,0.170228,4940.332427599,4411.9367438379,280.5704,2192.5757707865,1.0,2.8441,0.1182,0.3879,0.4061,6551.8485,103.4274
0.17700000000000013,0.0353377227,1.0103,0.02878,0.0079377,0.3587,0.0274,0.0008308601,3.4519,4.69,0.0,0.022759,0.170229,4940.3324276245,4411.9367438609,280.5704,2192.5757707915,1.0,2.8441,0.1182,0.3879,0.4061,6551.8485,103.4279
0.17800000000000013,0.035337908,1.0103,0.02878,0.0079379,0.3586,0.0274,0.0008308171,3.4518,4.6901,0.0,0.022759,0.170229,4940.33242765,4411.9367438839,280.5704,2192.5757707964,1.0,2.8441,0.1182,0.3879,0.4061,6551.8485,103.4285
0.17900000000000013,0.0353380934,1.0104,0.02878,0.0079381,0.3586,0.0274,0.0008307742,3.4517,4.6901,0.0,0.022759,0.170229,4940.3324276754,4411.9367439069,280.5704,2192.5757708014,1.0,2.8441,0.1182,0.3879,0.4061,6551.8485,103.429
0.18000000000000013,0.0353382787,1.0105,0.02878,0.0079383,0.3586,0.0274,0.0008307312,3.4516,4.6901,0.0,0.022759,0.17023,4940.3324277009,4411.9367439298,280.5704,2192.5757708064,1.0,2.8441,0.1182,0.3879,0.4061,6551.8485,103.4295
0.18100000000000013,0.035338464,1.0105,0.02878,0.0079385,0.3586,0.0274,0.0008306882,3.4515,4.6901,0.0,0.02276,0.17023,4940.3324277264,4411.9367439528,280.5704,2192.5757708113,1.0,2.8441,0.1182,0.3879,0.4061,6551.8485,103.4301
0.18200000000000013,0.0353386493,1.0106,0.02878,0.0079386,0.3585,0.0274,0.0008306452,3.4515,4.6902,0.0,0.02276,0.170231,4940.3324277518,4411.9367439758,280.5704,2192.5757708163,1.0,2.8441,0.1182,0.3879,0.4061,6551.8485,103.4306
0.18300000000000013,0.0353388345,1.0106,0.02878,0.0079388,0.3585,0.0274,0.0008306023,3.4514,4.6902,0.0,0.02276,0.170231,4940.3324277773,4411.9367439987,280.5704,2192.5757708213,1.0,2.8441,0.1182,0.3879,0.4061,6551.8485,103.4312
0.18400000000000014,0.0353390198,1.0107,0.02878,0.007939,0.3585,0.0274,0.0008305593,3.4513,4.6902,0.0,0.02276,0.170232,4940.3324278027,4411.9367440217,280.5704,2192.5757708263,1.0,2.8441,0.1182,0.3879,0.4061,6551.8485,103.4317
0.18500000000000014,0.035339205,1.0107,0.02878,0.0079392,0.3585,0.0274,0.0008305164,3.4512,4.6902,0.0,0.02276,0.170232,4940.3324278282,4411.9367440447,280.5704,2192.5757708312,1.0,2.8441,0.1182,0.3879,0.4061,6551.8485,103.4323
0.18600000000000014,0.0353393903,1.0108,0.02878,0.0079394,0.3584,0.0274,0.0008304734,3.4511,4.6903,0.0,0.02276,0.170233,4940.3324278536,4411.9367440676,280.5704,2192.5757708362,1.0,2.8441,0.1182,0.3879,0.4061,6551.8485,103.4328
0.18700000000000014,0.0353395755,1.0109,0.02877,0.0079396,0.3584,0.0274,0.0008304305,3.4511,4.6903,0.0,0.02276,0.170233,4940.3324278791,4411.9367440906,280.5704,2192.5757708412,1.0,2.8441,0.1182,0.3879,0.4061,6551.8485,103.4333
0.18800000000000014,0.0353397607,1.0109,0.02877,0.0079398,0.3584,0.0274,0.0008303875,3.451,4.6903,0.0,0.02276,0.170233,4940.3324279045,4411.9367441135,280.5704,2192.5757708461,1.0,2.8441,0.1182,0.3879,0.4061,6551.8485,103.4339
0.18900000000000014,0.0353399459,1.011,0.02877,0.0079399,0.3583,0.0274,0.0008303446,3.4509,4.6903,0.0,0.022761,0.170234,4940.33242793,4411.9367441365,280.5704,2192.5757708511,1.0,2.8441,0.1182,0.3879,0.4061,6551.8485,103.4344
0.19000000000000014,0.0353401311,1.011,0.02877,0.0079401,0.3583,0.0274,0.0008303017,3.4508,4.6903,0.0,0.022761,0.170234,4940.3324279554,4411.9367441595,280.5704,2192.5757708561,1.0,2.8441,0.1182,0.3879,0.4061,6551.8485,103.435
0.19100000000000014,0.0353403163,1.0111,0.02877,0.0079403,0.3583,0.0274,0.0008302588,3.4507,4.6904,0.0,0.022761,0.170235,4940.3324279809,4411.9367441824,280.5704,2192.575770861,1.0,2.8441,0.1182,0.3879,0.4061,6551.8485,103.4355
0.19200000000000014,0.0353405015,1.0111,0.02877,0.0079405,0.3583,0.0274,0.0008302159,3.4507,4.6904,0.0,0.022761,0.170235,4940.3324280063,4411.9367442054,280.5704,2192.575770866,1.0,2.8441,0.1182,0.3879,0.4061,6551.8485,103.436
0.19300000000000014,0.0353406866,1.0112,0.02877,0.0079407,0.3582,0.0274,0.000830173,3.4506,4.6904,0.0,0.022761,0.170236,4940.3324280318,4411.9367442283,280.5704,2192.575770871,1.0,2.8441,0.1182,0.3879,0.4061,6551.8485,103.4366
0.19400000000000014,0.0353408718,1.0113,0.02877,0.0079409,0.3582,0.0274,0.0008301301,3.4505,4.6904,0.0,0.022761,0.170236,4940.3324280572,4411.9367442513,280.5704,2192.5757708759,1.0,2.8441,0.1182,0.3879,0.4061,6551.8485,103.4371
0.19500000000000015,0.0353410569,1.0113,0.02877,0.0079411,0.3582,0.0274,0.0008300872,3.4504,4.6905,0.0,0.022761,0.170237,4940.3324280826,4411.9367442742,280.5704,2192.5757708809,1.0,2.8441,0.1182,0.3879,0.4061,6551.8485,103.4377
0.19600000000000015,0.035341242,1.0114,0.02877,0.0079412,0.3582,0.0274,0.0008300443,3.4503,4.6905,0.0,0.022761,0.170237,4940.3324281081,4411.9367442972,280.5704,2192.5757708859,1.0,2.8441,0.1182,0.3879,0.4061,6551.8485,103.4382
0.19700000000000015,0.0353414271,1.0114,0.02877,0.0079414,0.3581,0.0274,0.0008300014,3.4503,4.6905,0.0,0.022761,0.170237,4940.3324281335,4411.9367443201,280.5704,2192.5757708908,1.0,2.8441,0.1182,0.3879,0.4061,6551.8485,103.4388
0.19800000000000015,0.0353416122,1.0115,0.02876,0.0079416,0.3581,0.0274,0.0008299586,3.4502,4.6905,0.0,0.022762,0.170238,4940.3324281589,4411.9367443431,280.5704,2192.5757708958,1.0,2.8441,0.1182,0.3879,0.4061,6551.8485,103.4393
0.19900000000000015,0.0353417973,1.0115,0.02876,0.0079418,0.3581,0.0274,0.0008299157,3.4501,4.6906,0.0,0.022762,0.170238,4940.3324281844,4411.936744366,280.5704,2192.5757709007,1.0,2.8441,0.1182,0.3879,0.4061,6551.8485,103.4398
0.20000000000000015,0.0353419824,1.0116,0.02876,0.007942,0.358,0.0274,0.0008298728,3.45,4.6906,0.0,0.022762,0.170239,4940.3324282098,4411.9367443889,280.5704,2192.5757709057,1.0,2.8441,0.1182,0.3879,0.4061,6551.8485,103.4404
0.20100000000000015,0.0353421675,1.0117,0.02876,0.0079422,0.358,0.0274,0.00082983,3.4499,4.6906,0.0,0.022762,0.170239,4940.3324282352,4411.9367444119,280.5704,2192.5757709107,1.0,2.8441,0.1182,0.3879,0.4061,6551.8485,103.4409
0.20200000000000015,0.0353423525,1.0117,0.02876,0.0079424,0.358,0.0274,0.0008297871,3.4499,4.6906,0.0,0.022762,0.17024,4940.3324282607,4411.9367444348,280.5704,2192.5757709156,1.0,2.8441,0.1182,0.3879,0.4061,6551.8485,103.4415
